,Reference,Final_Alginate_Conc_(%w/v),Final_Gelatin_Conc_(%w/v),Final_GelMA_Conc_(%w/v),Final_Hyaluronic_Acid_Conc_(%w/v),Final_MeHA_Conc_(%w/v),Final_NorHA_Conc_(%w/v),Final_Fibronin/Fibrinogen_Conc_(%w/v),Final_P127_Conc_(%w/v),Final_Collagen_Conc_(%w/v),Final_TCP_Conc_(%w/v)_(%w/v),Final_Gellan_Conc_(%w/v),Final_Nano/Methycellulose_Conc_(%w/v),PEGDA_Conc_(%w/v),Agarose_Conc_(%w/v),CaCl2_Conc_(mM),NaCl2_Conc_(mM),BaCl2_Conc_(mM),SrCl2_Conc_(mM),Physical_Crosslinking_Durantion_(s),Photocrosslinking_Duration_(s),Extrusion_Pressure (kPa),Extrusion_Rate_Lengthwise_(mm/s),Extrusion_Rate_Volume-wise_(mL/s),Nozzle_Movement_Speed_(mm/s),Inner_Nozzle_Outer_Diameter_(µm),Outer_Nozzle_Inner_Diameter_(µm),Filament_Diameter_(µm),Cell_Density_(cells/mL),Syringe_Temperature_(°C),Substrate_Temperature_(°C),Days_Observed,Construct_Base_Area_(mm^2),Construct_Total_Thickness_(mm),Cell_Culture_Medium_Used?,DI_Water_Used?,Precrosslinking_Solution_Used?,Saline_Solution_Used?,EtOH_Solution_Used?,Photoinitiator_Used?,Enzymatic_Crosslinker_Used?,Conical_or_Straight_Nozzle,Acceptable_Filament_Diameter_(Yes/No),DOI,Final_Fibroin/Fibrinogen_Conc_(%w/v),Final_Chitosan_Conc_(%w/v),Final_CS-AEMA_Conc_(%w/v),Final_TCP_Conc_(%w/v),Final_PEGTA_Conc_(%w/v),Final_PEGMA_Conc_(%w/v),Final_PEGDA_Conc_(%w/v),Final_Agarose_Conc_(%w/v),Fiber_Diameter_(µm),Fiber_Spacing_(µm),Matrigel_Used?,Primary/Not_Primary,Viability_at_time_of_observation_(%),Acceptable_Viability_(Yes/No),Acceptable_Pressure_(Yes/No)
354,Jia et al. 2016,3.0,0.0,7.0,0.0,0,0,,0,0.0,,0,0.0,,,300.0,0.0,0,0,,20,,,0.000583333,4.0,565,603.0,,6000000.0,,22.0,3.0,,,Y,Y,N,Y,N,Y,N,S,,10.1016/j.biomaterials.2016.07.038,2.0,0,0,0.0,0,0.0,0,0.0,1159.63,,N,Primary,85.5,Y,Y
355,Jia et al. 2016,3.0,0.0,7.0,0.0,0,0,,0,0.0,,0,0.0,,,300.0,0.0,0,0,,30,,,0.000583333,4.0,565,603.0,,6000000.0,,22.0,3.0,,,Y,Y,N,Y,N,Y,N,S,,10.1016/j.biomaterials.2016.07.038,2.0,0,0,0.0,0,0.0,0,0.0,873.47,,N,Primary,86.3,Y,Y
356,Jia et al. 2016,3.0,0.0,7.0,0.0,0,0,,0,0.0,,0,0.0,,,300.0,0.0,0,0,,40,,,0.000583333,4.0,565,603.0,,6000000.0,,22.0,3.0,,,Y,Y,N,Y,N,Y,N,S,,10.1016/j.biomaterials.2016.07.038,2.0,0,0,0.0,0,0.0,0,0.0,896.4,,N,Primary,70.9,N,N
357,Jia et al. 2016,3.0,0.0,7.0,0.0,0,0,,0,0.0,,0,0.0,,,300.0,0.0,0,0,,20,,,0.000583333,4.0,565,603.0,,6000000.0,,22.0,7.0,,,Y,Y,N,Y,N,Y,N,S,,10.1016/j.biomaterials.2016.07.038,2.0,0,0,0.0,0,0.0,0,0.0,1160.49,,N,Primary,89.7,Y,Y
358,Jia et al. 2016,3.0,0.0,7.0,0.0,0,0,,0,0.0,,0,0.0,,,300.0,0.0,0,0,,30,,,0.000583333,4.0,565,603.0,,6000000.0,,22.0,7.0,,,Y,Y,N,Y,N,Y,N,S,,10.1016/j.biomaterials.2016.07.038,2.0,0,0,0.0,0,0.0,0,0.0,968.59,,N,Primary,90.4,Y,Y
359,Jia et al. 2016,3.0,0.0,7.0,0.0,0,0,,0,0.0,,0,0.0,,,300.0,0.0,0,0,,40,,,0.000583333,4.0,565,603.0,,6000000.0,,22.0,7.0,,,Y,Y,N,Y,N,Y,N,S,,10.1016/j.biomaterials.2016.07.038,2.0,0,0,0.0,0,0.0,0,0.0,950.61,,N,Primary,71.9,N,N
360,Idaszek et al. 2019,4.0,0.0,6.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,30,,,,235.0,0,260.0,,10000000.0,,,0.0,,,Y,N,N,N,N,Y,N,S,,10.1088/1758-5090/ab2622,0.0,0,4,0.0,0,0.0,0,0.0,173.84,,N,Primary,91.4,Y,Y
361,Idaszek et al. 2019,4.0,0.0,6.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,30,,,,235.0,0,260.0,,10000000.0,,,7.0,,,Y,N,N,N,N,Y,N,S,,10.1088/1758-5090/ab2622,0.0,0,4,0.0,0,0.0,0,0.0,,,N,Primary,88.5,Y,Y
362,Idaszek et al. 2019,4.0,0.0,6.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,30,,,,235.0,0,260.0,,10000000.0,,,14.0,,,Y,N,N,N,N,Y,N,S,,10.1088/1758-5090/ab2622,0.0,0,4,0.0,0,0.0,0,0.0,,,N,Primary,84.2,Y,Y
363,Idaszek et al. 2019,4.0,0.0,6.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,30,,,,235.0,0,260.0,,10000000.0,,,0.0,,,Y,N,N,N,N,Y,N,S,,10.1088/1758-5090/ab2622,0.0,0,4,0.0,0,0.0,0,0.0,184.215,,N,Primary,91.9,Y,Y
364,Idaszek et al. 2019,4.0,0.0,6.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,30,,,,235.0,0,260.0,,10000000.0,,,7.0,,,Y,N,N,N,N,Y,N,S,,10.1088/1758-5090/ab2622,0.0,0,4,0.0,0,0.0,0,0.0,,,N,Primary,84.2,Y,Y
365,Idaszek et al. 2019,4.0,0.0,6.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,30,,,,235.0,0,260.0,,10000000.0,,,14.0,,,Y,N,N,N,N,Y,N,S,,10.1088/1758-5090/ab2622,0.0,0,4,0.0,0,0.0,0,0.0,,,N,Primary,88.0,Y,Y
366,Idaszek et al. 2019,4.0,0.0,6.0,0.5,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,30,,,,235.0,0,260.0,,10000000.0,,,0.0,,,Y,N,N,N,N,Y,N,S,,10.1088/1758-5090/ab2622,0.0,0,4,0.5,0,0.0,0,0.0,226.11,,N,Primary,88.0,Y,Y
367,Idaszek et al. 2019,4.0,0.0,6.0,0.5,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,30,,,,235.0,0,260.0,,10000000.0,,,7.0,,,Y,N,N,N,N,Y,N,S,,10.1088/1758-5090/ab2622,0.0,0,4,0.5,0,0.0,0,0.0,,,N,Primary,86.1,Y,Y
368,Idaszek et al. 2019,4.0,0.0,6.0,0.5,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,30,,,,235.0,0,260.0,,10000000.0,,,14.0,,,Y,N,N,N,N,Y,N,S,,10.1088/1758-5090/ab2622,0.0,0,4,0.5,0,0.0,0,0.0,,,N,Primary,85.6,Y,Y
369,Gao et al. 2015,2.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,180.2,0.0,0,0,,0,,,0.0167,16.67,819,1600.0,,1000000.0,,,1.0,,,Y,Y,N,N,N,N,N,S,,10.1016/j.biomaterials.2015.05.031,0.0,0,0,0.0,0,0.0,0,0.0,930.16 (day unknown),,N,Not_Primary,92.9,Y,Y
370,Gao et al. 2015,2.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,180.2,0.0,0,0,,0,,,0.0167,16.67,819,1600.0,,1000000.0,,,4.0,,,Y,Y,N,N,N,N,N,S,,10.1016/j.biomaterials.2015.05.031,0.0,0,0,0.0,0,0.0,0,0.0,930.16 (day unknown),,N,Not_Primary,84.7,Y,Y
371,Gao et al. 2015,2.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,180.2,0.0,0,0,,0,,,0.0167,16.67,819,1600.0,,1000000.0,,,7.0,,,Y,Y,N,N,N,N,N,S,,10.1016/j.biomaterials.2015.05.031,0.0,0,0,0.0,0,0.0,0,0.0,930.16 (day unknown),,N,Not_Primary,67.1,N,N
372,Gao et al. 2015,2.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,180.2,0.0,0,0,,0,,,0.0167,16.67,819,1600.0,,1000000.0,,,1.0,,,Y,Y,N,N,N,N,N,S,,10.1016/j.biomaterials.2015.05.031,0.0,0,0,0.0,0,0.0,0,0.0,930.16 (day unknown),,N,Not_Primary,83.8,Y,Y
373,Gao et al. 2015,2.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,180.2,0.0,0,0,,0,,,0.0167,16.67,819,1600.0,,1000000.0,,,4.0,,,Y,Y,N,N,N,N,N,S,,10.1016/j.biomaterials.2015.05.031,0.0,0,0,0.0,0,0.0,0,0.0,930.16 (day unknown),,N,Not_Primary,71.6,N,N
374,Gao et al. 2015,2.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,180.2,0.0,0,0,,0,,,0.0167,16.67,819,1600.0,,1000000.0,,,7.0,,,Y,Y,N,N,N,N,N,S,,10.1016/j.biomaterials.2015.05.031,0.0,0,0,0.0,0,0.0,0,0.0,930.16 (day unknown),,N,Not_Primary,50.2,N,N
375,Colosi et al. 2016,4.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,300.0,0.0,0,0,,30,,,8.33e-05,4.0,0,210.0,,10000000.0,37.0,22.0,1.0,,,N,Y,N,Y,N,Y,N,S,,10.1002/adma.201503310,0.0,0,0,0.0,0,0.0,0,0.0,222.44,200.0,N,Primary,28.0,N,N
376,Colosi et al. 2016,4.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,300.0,0.0,0,0,,30,,,8.33e-05,4.0,0,210.0,,10000000.0,37.0,22.0,1.0,,,N,Y,N,Y,N,Y,N,S,,10.1002/adma.201503310,0.0,0,0,0.0,0,0.0,0,0.0,222.53,200.0,N,Primary,45.3,N,N
377,Colosi et al. 2016,4.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,300.0,0.0,0,0,,30,,,8.33e-05,4.0,0,210.0,,10000000.0,37.0,22.0,1.0,,,N,Y,N,Y,N,Y,N,S,,10.1002/adma.201503310,0.0,0,0,0.0,0,0.0,0,0.0,211.32,200.0,N,Primary,83.4,Y,Y
378,Colosi et al. 2016,4.0,0.0,4.5,0.0,0,0,,0,0.0,,0,0.0,,,300.0,0.0,0,0,,15,,,8.33e-05,4.0,0,210.0,,10000000.0,37.0,22.0,3.0,,,N,Y,N,Y,N,Y,N,S,,10.1002/adma.201503310,0.0,0,0,0.0,0,0.0,0,0.0,219.75,200.0,N,Primary,74.3,N,N
379,Colosi et al. 2016,4.0,0.0,4.5,0.0,0,0,,0,0.0,,0,0.0,,,300.0,0.0,0,0,,20,,,8.33e-05,4.0,0,210.0,,10000000.0,37.0,22.0,3.0,,,N,Y,N,Y,N,Y,N,S,,10.1002/adma.201503310,0.0,0,0,0.0,0,0.0,0,0.0,349.78,200.0,N,Primary,75.7,N,N
380,Colosi et al. 2016,4.0,0.0,4.5,0.0,0,0,,0,0.0,,0,0.0,,,300.0,0.0,0,0,,25,,,8.33e-05,4.0,0,210.0,,10000000.0,37.0,22.0,3.0,,,N,Y,N,Y,N,Y,N,S,,10.1002/adma.201503310,0.0,0,0,0.0,0,0.0,0,0.0,221.294,200.0,N,Primary,82.7,Y,Y
381,Colosi et al. 2016,4.0,0.0,4.5,0.0,0,0,,0,0.0,,0,0.0,,,300.0,0.0,0,0,,30,,,8.33e-05,4.0,0,210.0,,10000000.0,37.0,22.0,3.0,,,N,Y,N,Y,N,Y,N,S,,10.1002/adma.201503310,0.0,0,0,0.0,0,0.0,0,0.0,318.22,200.0,N,Primary,74.0,N,N
382,Colosi et al. 2016,4.0,0.0,4.5,0.0,0,0,,0,0.0,,0,0.0,,,300.0,0.0,0,0,,45,,,8.33e-05,4.0,0,210.0,,10000000.0,37.0,22.0,3.0,,,N,Y,N,Y,N,Y,N,S,,10.1002/adma.201503310,0.0,0,0,0.0,0,0.0,0,0.0,310.92,200.0,N,Primary,55.0,N,N
383,Colosi et al. 2016,4.0,0.0,4.5,0.0,0,0,,0,0.0,,0,0.0,,,300.0,0.0,0,0,,60,,,8.33e-05,4.0,0,210.0,,10000000.0,37.0,22.0,3.0,,,N,Y,N,Y,N,Y,N,S,,10.1002/adma.201503310,0.0,0,0,0.0,0,0.0,0,0.0,247.75,200.0,N,Primary,34.1,N,N
384,Ouyang et al. 2017,0.0,0.0,0.0,0.0,5,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,120,,,0.00667,5.0,0,337.0,,2500000.0,,,0.0,,,N,Y,N,N,N,Y,N,S,,10.1002/adma.201604983,0.0,0,0,0.0,0,0.0,0,0.0,679.73,,N,Not_Primary,95.9,Y,Y
385,Ouyang et al. 2017,0.0,0.0,0.0,0.0,5,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,120,,,0.00667,5.0,0,337.0,,2500000.0,,,1.0,,,N,Y,N,N,N,Y,N,S,,10.1002/adma.201604983,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,89.6,Y,Y
386,Ouyang et al. 2017,0.0,0.0,0.0,0.0,5,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,120,,,0.00667,5.0,0,337.0,,2500000.0,,,7.0,,,N,Y,N,N,N,Y,N,S,,10.1002/adma.201604983,0.0,0,0,0.0,0,0.0,0,0.0,688.16,,N,Not_Primary,87.8,Y,Y
387,Ouyang et al. 2017,0.0,0.0,0.0,0.0,0,2,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,120,,,0.00667,5.0,0,337.0,,2500000.0,,,0.0,,,N,Y,N,N,N,Y,N,S,,10.1002/adma.201604983,0.0,0,0,0.0,0,0.0,0,0.0,578.47,,N,Not_Primary,96.9,Y,Y
388,Ouyang et al. 2017,0.0,0.0,0.0,0.0,0,2,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,120,,,0.00667,5.0,0,337.0,,2500000.0,,,1.0,,,N,Y,N,N,N,Y,N,S,,10.1002/adma.201604983,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,87.0,Y,Y
389,Ouyang et al. 2017,0.0,0.0,0.0,0.0,0,2,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,120,,,0.00667,5.0,0,337.0,,2500000.0,,,7.0,,,N,Y,N,N,N,Y,N,S,,10.1002/adma.201604983,0.0,0,0,0.0,0,0.0,0,0.0,608.07,,N,Not_Primary,87.0,Y,Y
390,Ouyang et al. 2017,0.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,120,,,0.00667,5.0,0,337.0,,2500000.0,,,0.0,,,N,Y,N,N,N,Y,N,S,,10.1002/adma.201604983,0.0,0,0,0.0,0,0.0,0,0.0,582.51,,N,Not_Primary,95.0,Y,Y
391,Ouyang et al. 2017,0.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,120,,,0.00667,5.0,0,337.0,,2500000.0,,,1.0,,,N,Y,N,N,N,Y,N,S,,10.1002/adma.201604983,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,95.7,Y,Y
392,Ouyang et al. 2017,0.0,0.0,5.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,120,,,0.00667,5.0,0,337.0,,2500000.0,,,7.0,,,N,Y,N,N,N,Y,N,S,,10.1002/adma.201604983,0.0,0,0,0.0,0,0.0,0,0.0,505,,N,Not_Primary,96.1,Y,Y
393,Ouyang et al. 2017,0.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,120,,,0.00667,5.0,0,337.0,,2500000.0,,,0.0,,,N,Y,N,N,N,Y,N,S,,10.1002/adma.201604983,0.0,0,0,0.0,0,0.0,5,0.0,654.69,,N,Not_Primary,96.1,Y,Y
394,Ouyang et al. 2017,0.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,120,,,0.00667,5.0,0,337.0,,2500000.0,,,1.0,,,N,Y,N,N,N,Y,N,S,,10.1002/adma.201604983,0.0,0,0,0.0,0,0.0,5,0.0,,,N,Not_Primary,86.3,Y,Y
395,Ouyang et al. 2017,0.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,120,,,0.00667,5.0,0,337.0,,2500000.0,,,7.0,,,N,Y,N,N,N,Y,N,S,,10.1002/adma.201604983,0.0,0,0,0.0,0,0.0,5,0.0,555.38,,N,Not_Primary,87.8,Y,Y
396,Ouyang et al. 2017,0.0,0.0,0.0,0.0,0,2,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,120,,,0.00667,5.0,0,337.0,,2500000.0,,,0.0,,,N,Y,N,N,N,Y,N,S,,10.1002/adma.201604983,0.0,0,0,0.0,0,0.0,0,0.0,417.2,,N,Not_Primary,96.1,Y,Y
397,Ouyang et al. 2017,0.0,0.0,0.0,0.0,0,2,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,120,,,0.00667,5.0,0,337.0,,2500000.0,,,1.0,,,N,Y,N,N,N,Y,N,S,,10.1002/adma.201604983,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,92.6,Y,Y
398,Ouyang et al. 2017,0.0,0.0,0.0,0.0,0,2,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,120,,,0.00667,5.0,0,337.0,,2500000.0,,,7.0,,,N,Y,N,N,N,Y,N,S,,10.1002/adma.201604983,0.0,0,0,0.0,0,0.0,0,0.0,410.53,,N,Not_Primary,91.3,Y,Y
399,Kosik-Koziol et al. 2019,4.0,0.0,6.0,0.0,0,0,,0,0.0,,0,0.0,,,190.0,0.0,0,0,,30,,,8.5e-05,3.9,0,250.0,,10000000.0,,,0.125,,,N,Y,N,N,N,Y,N,S,,10.1088/1758-5090/ab15cb,0.0,0,0,0.0,0,0.0,0,0.0,96.66,,N,Primary,85.0,Y,Y
400,Kosik-Koziol et al. 2019,4.0,0.0,6.0,0.0,0,0,,0,0.0,,0,0.0,,,190.0,0.0,0,0,,30,,,8.5e-05,3.9,0,250.0,,10000000.0,,,7.0,,,N,Y,N,N,N,Y,N,S,,10.1088/1758-5090/ab15cb,0.0,0,0,0.0,0,0.0,0,0.0,113.42,,N,Primary,81.4,Y,Y
401,Kosik-Koziol et al. 2019,4.0,0.0,6.0,0.0,0,0,,0,0.0,,0,0.0,,,190.0,0.0,0,0,,30,,,8.5e-05,3.9,0,250.0,,10000000.0,,,21.0,,,N,Y,N,N,N,Y,N,S,,10.1088/1758-5090/ab15cb,0.0,0,0,0.0,0,0.0,0,0.0,190.72,,N,Primary,79.3,N,N
402,Kosik-Koziol et al. 2019,4.0,0.0,6.0,0.0,0,0,,0,0.0,,0,0.0,,,190.0,0.0,0,0,,30,,,8.5e-05,3.9,0,250.0,,10000000.0,,,0.125,,,N,Y,N,N,N,Y,N,S,,10.1088/1758-5090/ab15cb,0.0,0,0,0.5,0,0.0,0,0.0,100.82,,N,Primary,83.6,Y,Y
403,Kosik-Koziol et al. 2019,4.0,0.0,6.0,0.0,0,0,,0,0.0,,0,0.0,,,190.0,0.0,0,0,,30,,,8.5e-05,3.9,0,250.0,,10000000.0,,,7.0,,,N,Y,N,N,N,Y,N,S,,10.1088/1758-5090/ab15cb,0.0,0,0,0.5,0,0.0,0,0.0,140.6,,N,Primary,80.0,Y,Y
404,Kosik-Koziol et al. 2019,4.0,0.0,6.0,0.0,0,0,,0,0.0,,0,0.0,,,190.0,0.0,0,0,,30,,,8.5e-05,3.9,0,250.0,,10000000.0,,,21.0,,,N,Y,N,N,N,Y,N,S,,10.1088/1758-5090/ab15cb,0.0,0,0,0.5,0,0.0,0,0.0,233.45,,N,Primary,79.0,N,N
405,Akkineni et al. 2016,3.0,1.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,200.0,0.0,0,0,900.0,0,20.0,,,,0,200.0,,500000.0,35.0,,1.0,,,Y,N,N,N,N,N,N,S,,10.1088/1758-5090/8/4/045001,0.0,0,0,0.0,0,0.0,0,0.0,355.88,,N,Primary,66.2,N,N
406,Akkineni et al. 2016,3.0,1.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,200.0,0.0,0,0,900.0,0,20.0,,,,0,200.0,,500000.0,35.0,,7.0,,,Y,N,N,N,N,N,N,S,,10.1088/1758-5090/8/4/045001,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,68.8,N,N
407,Akkineni et al. 2016,3.0,1.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,200.0,0.0,0,0,900.0,0,20.0,,,,0,200.0,,500000.0,35.0,,14.0,,,Y,N,N,N,N,N,N,S,,10.1088/1758-5090/8/4/045001,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,83.3,Y,Y
408,Akkineni et al. 2016,3.0,1.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,200.0,0.0,0,0,900.0,0,20.0,,,,0,200.0,,500000.0,35.0,,21.0,,,Y,N,N,N,N,N,N,S,,10.1088/1758-5090/8/4/045001,0.0,0,0,0.0,0,0.0,0,0.0,608.54,,N,Primary,84.5,Y,Y
409,Bendtsen et al. 2017,2.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,1200.0,0,,,,,0,430.0,,250000.0,25.0,25.0,0.0,,,Y,N,N,N,N,N,N,C,,10.1002/jbm.a.36036,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,95.6,Y,Y
410,Bendtsen et al. 2017,2.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,3600.0,0,,,,,0,430.0,,250000.0,25.0,25.0,0.0,,,Y,N,N,N,N,N,N,C,,10.1002/jbm.a.36036,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,77.5,N,N
411,Bendtsen et al. 2017,2.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,1200.0,0,,,,,0,430.0,,250000.0,25.0,25.0,0.0,,,Y,N,N,N,N,N,N,C,,10.1002/jbm.a.36036,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,60.1,N,N
412,Bendtsen et al. 2017,2.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,3600.0,0,,,,,0,430.0,,250000.0,25.0,25.0,0.0,,,Y,N,N,N,N,N,N,C,,10.1002/jbm.a.36036,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,22.5,N,N
413,Blaeser et al. 2013,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,,0,,,,2.75,0,,,2000000.0,25.0,25.0,0.0,,,Y,N,N,N,N,N,N,C,,10.1089/biores.2013.0031,0.0,0,0,0.0,0,0.0,0,0.0,100,,N,Not_Primary,96.0,Y,Y
414,Blaeser et al. 2013,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,,0,,,,2.75,0,,,2000000.0,36.0,22.0,1.0,,,Y,N,N,N,N,N,N,C,,10.1089/biores.2013.0031,0.0,0,0,0.0,0,0.0,0,0.0,100,,N,Not_Primary,96.0,Y,Y
415,Blaeser et al. 2013,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,,0,,,,2.75,0,,,2000000.0,36.0,22.0,4.0,,,Y,N,N,N,N,N,N,C,,10.1089/biores.2013.0031,0.0,0,0,0.0,0,0.0,0,0.0,100,,N,Not_Primary,99.0,Y,Y
416,Blaeser et al. 2013,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,,0,,,,2.75,0,,,2000000.0,36.0,22.0,7.0,,,Y,N,N,N,N,N,N,C,,10.1089/biores.2013.0031,0.0,0,0,0.0,0,0.0,0,0.0,100,,N,Not_Primary,97.0,Y,Y
417,Blaeser et al. 2016,0.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,50.0,,,,0,150.0,,1000000.0,20.0,22.0,0.0,,,N,Y,N,N,N,N,N,S,,10.1002/adhm.201500677,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,96.0,Y,Y
418,Blaeser et al. 2016,0.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,50.0,,,,0,150.0,,1000000.0,20.0,22.0,0.0,,,N,Y,N,N,N,N,N,S,,10.1002/adhm.201500677,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,91.0,Y,Y
419,Blaeser et al. 2016,0.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,50.0,,,,0,150.0,,1000000.0,20.0,22.0,0.0,,,N,Y,N,N,N,N,N,S,,10.1002/adhm.201500677,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,76.0,N,N
420,Blaeser et al. 2016,0.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,50.0,,,,0,150.0,,1000000.0,20.0,22.0,0.0,,,N,Y,N,N,N,N,N,S,,10.1002/adhm.201500677,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,94.0,Y,Y
421,Blaeser et al. 2016,0.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,50.0,,,,0,150.0,,1000000.0,20.0,22.0,0.0,,,N,Y,N,N,N,N,N,S,,10.1002/adhm.201500677,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,92.0,Y,Y
422,Blaeser et al. 2016,0.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,50.0,,,,0,150.0,,1000000.0,20.0,22.0,0.0,,,N,Y,N,N,N,N,N,S,,10.1002/adhm.201500677,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,86.0,Y,Y
423,Blaeser et al. 2016,0.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,50.0,,,,0,150.0,,1000000.0,20.0,22.0,7.0,,,N,Y,N,N,N,N,N,S,,10.1002/adhm.201500677,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,95.0,Y,Y
424,Blaeser et al. 2016,0.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,50.0,,,,0,150.0,,1000000.0,20.0,22.0,7.0,,,N,Y,N,N,N,N,N,S,,10.1002/adhm.201500677,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,95.0,Y,Y
425,Blaeser et al. 2016,0.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,50.0,,,,0,150.0,,1000000.0,20.0,22.0,7.0,,,N,Y,N,N,N,N,N,S,,10.1002/adhm.201500677,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,95.0,Y,Y
